-13312	187	-10140
-13122	147	-10698
-12843	169	-11218
-12581	213	-11592
-12404	294	-11786
-12283	322	-11911
-12211	327	-11980
-12148	287	-12038
-12164	287	-12029
-12165	286	-12023
-12128	290	-12058
-12125	312	-12062
-12125	340	-12057
-12132	349	-12051
-12138	342	-12046
-12166	338	-12020
-12214	340	-11977
-12218	360	-11971
-12174	367	-12008
-12117	375	-12061
-12146	393	-12031
-12179	406	-12004
-12159	414	-12020
-12233	407	-11950
-12696	291	-11462
-13180	239	-10667
-13409	213	-9618
-13366	161	-8956
-13292	185	-8503
-13253	129	-8324
-13265	100	-8363
-13286	119	-8461
-13288	161	-8471
-13288	174	-8474
-13285	187	-8457
-13285	185	-8455
-13286	170	-8456
-13286	89	-8471
-13289	66	-8478
-13315	112	-8592
-13370	162	-8918
-13410	232	-9464
-13347	232	-10106
-13086	165	-10827
-12765	108	-11352
-12479	59	-11696
-12295	86	-11874
-12246	114	-11922
-12280	166	-11888
-12508	224	-11663
-13024	375	-10899
-13371	552	-9785
-13387	519	-9040
-13343	364	-8695
-13331	154	-8599
-13328	-42	-8658
-13305	-200	-8602
-13200	-266	-8216
-13088	-284	-7878
-12988	-286	-7627
-12947	-280	-7530
-12860	-254	-7341
-12640	-275	-6964
-12421	-321	-6659
-12359	-316	-6574
-12246	-279	-6428
-12102	-221	-6265
-11933	-411	-6130
-11769	-520	-6009
-11583	-565	-5873
-11458	-542	-5775
-11334	-510	-5688
-11219	-502	-5617
-11029	-438	-5500
-10983	-367	-5463
-10871	-253	-5396
-10519	-258	-5250
-10181	-187	-5138
-9820	-233	-5065
-9474	-174	-5021
-9221	-82	-5005
-9005	-86	-5010
-8782	-7	-5025
-8571	2	-5055
-8498	0	-5067
-8463	31	-5076
-8402	22	-5091
-8260	68	-5122
-7958	202	-5208
-7768	223	-5278
-7745	185	-5287
-7687	181	-5307
-7639	163	-5327
-7567	227	-5359
-7401	307	-5443
-7443	279	-5420
-7510	261	-5386
-7453	257	-5412
-7343	247	-5469
-7303	216	-5486
-7122	176	-5590
-6966	264	-5696
-6732	213	-5865
-6577	180	-5992
-6543	163	-6024
-6510	151	-6054
-6469	134	-6093
-6389	81	-6168
-6278	101	-6284
-6216	93	-6356
-6154	96	-6427
-6042	163	-6571
-5876	272	-6815
-5789	323	-6973
-5591	330	-7359
-5341	185	-8053
-5285	225	-8316
-5254	320	-8596
-5240	415	-9045
-5249	315	-9397
-5259	333	-9495
-5267	415	-9509
-5279	335	-9648
-5288	363	-9684
-5290	461	-9649
-5292	458	-9654
-5276	473	-9525
-5273	516	-9425
-5282	554	-9458
-5309	653	-9566
-5354	663	-9828
-5401	558	-10086
-5466	552	-10299
-5617	399	-10725
-5817	377	-11128
-5884	335	-11244
-5927	296	-11317
-5920	291	-11307
-5803	327	-11116
-5491	302	-10446
-5279	290	-9617
-5234	181	-8769
-5361	183	-7981
-5799	95	-6920
-6170	11	-6403
-6521	-80	-6032
-6922	-154	-5715
-7277	-173	-5495
-7526	-207	-5370
-7774	-174	-5265
-8076	-98	-5160
-8494	-84	-5064
-8861	-66	-5017
-9156	-58	-5003
-9609	22	-5025
-10185	66	-5131
-10652	158	-5280
-10990	174	-5432
-11386	198	-5659
-11711	267	-5892
-11971	326	-6116
-12217	418	-6366
-12558	477	-6782
-12824	472	-7195
-12984	484	-7511
-13052	466	-7665
-13125	421	-7849
-13250	404	-8254
-13335	327	-8639
-13374	225	-8970
-13386	183	-9164
-13384	140	-9273
-13383	96	-9334
-13379	103	-9191
-13373	101	-9059
-13369	180	-8995
-13358	245	-8925
-13356	249	-8863
-13347	279	-8824
-13344	333	-8797
-13344	348	-8792
-13340	353	-8754
-13340	367	-8758
-13341	341	-8773
-13341	337	-8780
-13343	356	-8797
-13345	364	-8835
-13348	385	-8893
-13360	370	-8983
-13364	396	-9108
-13366	428	-9342
-13344	474	-9679
-13308	483	-9909
-13275	488	-10075
-13223	508	-10271
-13140	492	-10542
-13045	481	-10787
-12945	472	-11000
-12852	484	-11166
-12790	448	-11274
-12709	410	-11404
-12467	359	-11725
-12290	404	-11919
-12199	425	-12014
-12168	455	-12037
-12080	461	-12118
-11965	468	-12215
-11874	513	-12282
-11818	564	-12316
-11707	611	-12391
-11608	623	-12455
-11526	647	-12510
-11444	647	-12558
-11382	692	-12587
-11305	732	-12622
-11274	702	-12642
-11259	670	-12657
-11241	692	-12664
-11235	707	-12665
-11229	719	-12665
-11203	744	-12672
-11215	733	-12672
-11218	736	-12666
-11212	740	-12669
-11200	753	-12673
-11197	761	-12674
-11222	696	-12677
-11506	465	-12530
-12244	279	-11964
-12886	240	-11092
-13262	198	-10140
-13340	151	-8862
-13043	78	-7706
-12515	103	-6787
-11871	150	-6105
-11131	112	-5597
-10614	31	-5359
-10157	12	-5218
-9838	-75	-5154
-9530	-180	-5123
-9323	-261	-5117
-9113	-282	-5122
-8913	-257	-5131
-8822	-261	-5141
-8780	-258	-5145
-8738	-185	-5145
-8740	-143	-5142
-8744	-116	-5140
-8638	-64	-5154
-8561	-10	-5165
-8389	106	-5199
-8188	173	-5249
-7998	275	-5313
-7689	571	-5463
-7410	841	-5642
-7166	647	-5744
-7127	457	-5749
-7189	351	-5695
-7307	322	-5624
-7425	707	-5606
-7722	1138	-5583
-7853	1695	-5734
-8262	2574	-6186
-8584	3595	-7288
-8556	3975	-8349
-8248	3984	-9481
-8223	3709	-10662
-8384	3104	-11758
-8481	2539	-12328
-8540	2033	-12684
-8361	1249	-12941
-8384	660	-13091
-8358	106	-13104
-8219	-348	-13046
-8203	-612	-12995
-8213	-448	-13033
-8337	999	-12978
-8489	2483	-12382
-8391	3534	-11146
-8403	4004	-9758
-8560	3947	-8230
-8433	3024	-6520
-8700	1833	-5580
-8711	268	-5145
-9091	-2114	-5788
-8828	-3515	-7356
-8871	-3936	-9032
-9002	-3593	-10838
-8658	-2459	-12248
-8633	-1209	-12982
-8774	-21	-13197
-8963	849	-13195
-9422	1015	-13189
-10485	1108	-13032
-11641	436	-12646
-12584	66	-11744
-12996	-195	-11059
-13164	-410	-10544
-13281	-505	-10018
-13320	-503	-9704
-13318	-518	-9681
-13242	-520	-10178
-12807	-551	-11282
-12165	-487	-12122
-10983	-531	-12883
-9794	-587	-13166
-8675	-813	-13064
-7535	-1304	-12469
-6799	-1902	-11553
-6531	-2540	-10343
-6513	-2785	-9049
-7097	-3077	-8025
-8200	-3343	-7413
-9406	-3030	-6666
-10301	-2408	-6203
-10970	-1746	-6037
-11105	-675	-5677
-10570	509	-5381
-9709	868	-5230
-9150	1011	-5238
-8368	1216	-5396
-7623	1616	-5843
-7381	3010	-7173
-7692	3651	-8266
-8183	3956	-9485
-8702	3884	-10524
-8927	3543	-11330
-9093	3028	-12022
-8927	3024	-12003
-8861	2936	-12074
-8764	3164	-11805
-8990	4057	-9951
-9081	3793	-7601
-9540	2411	-5881
-9609	575	-5192
-9229	-605	-5183
-9160	-2181	-5865
-9277	-3815	-8204
-9932	-3585	-10689
-10059	-2379	-12325
-10344	-803	-12983
-10989	1605	-12701
-10793	2794	-11961
-10663	3284	-11474
-10561	3426	-11305
-11239	353	-12742
-10827	-1392	-12705
-10413	-2763	-11824
-9766	-3664	-10589
-9496	-3920	-9135
-9260	-3714	-7884
-9064	-2967	-6593
-8941	-1658	-5551
-8869	243	-5185
-8996	1821	-5533
-9353	2615	-6029
-9656	2571	-6021
-10026	1673	-5545
-10442	73	-5351
-10407	-1939	-5912
-10442	-3366	-7569
-10519	-3648	-9824
-10184	-2224	-12270
-10021	532	-13173
-9742	1851	-12785
-9601	3091	-11925
-9608	3617	-11199
-9461	3907	-10571
-9131	3997	-10260
-8514	3869	-10318
-7977	3772	-10009
-7330	3532	-9292
-7411	3529	-8585
-7840	3675	-8266
-8089	3628	-7836
-8209	3351	-7182
-8338	3550	-7470
-8425	3650	-7642
-8347	3576	-7524
-8063	3540	-7651
-7582	3596	-8474
-7083	3327	-9685
-7261	2867	-11127
-8102	2556	-12103
-8875	2148	-12641
-9464	1712	-12910
-10040	1516	-12953
-10683	1255	-12882
-11422	1042	-12614
-12109	181	-12186
-12571	-326	-11689
-12487	-1458	-11187
-11648	-3014	-10275
-10159	-3735	-8411
-8857	-3376	-7187
-7816	-2452	-6435
-6854	-1529	-6377
-6279	-437	-6573
-5895	791	-7151
-6009	2059	-8189
-6744	3094	-8645
-7905	3755	-8386
-9100	3901	-7911
-10332	3667	-7564
-11445	2834	-7111
-12043	1712	-6725
-12460	461	-6733
-12413	-670	-6818
-12168	-1501	-6934
-11804	-1910	-6848
-11423	-2063	-6623
-10889	-2222	-6377
-10231	-2671	-6482
-9815	-3277	-7109
-9647	-3610	-7727
-9677	-3829	-8519
-10244	-3714	-9977
-11100	-2970	-11119
-12002	-1169	-11919
-12696	660	-11523
-12904	1811	-10156
-12914	1938	-8838
-12627	1858	-7768
-12322	1739	-7166
-12898	1377	-7950
-13261	-77	-9764
-12338	-1921	-10942
-10791	-3008	-11181
-8825	-3427	-10919
-7316	-3151	-10188
-6590	-2776	-8828
-6696	-2414	-7514
-7584	-2218	-6415
-8940	-1830	-5715
-10551	-1340	-5695
-11847	-1098	-6387
-12577	-1376	-7469
-12924	-1346	-8325
-13033	-1365	-9203
-13130	-944	-9977
-13148	-167	-10381
-13299	582	-9660
-13167	641	-8279
-12772	-228	-7355
-12218	-2074	-7686
-11534	-3117	-8718
-11498	-3165	-9568
-11857	-2726	-10326
-12411	-2001	-10493
-12817	-1419	-10237
-12883	-1430	-9715
-12847	-1469	-9420
-12737	-1647	-9141
-12417	-2103	-8916
-12143	-2465	-8844
-12077	-2605	-9102
-12058	-2648	-9482
-11874	-2806	-9748
-11842	-2794	-10013
-12107	-2438	-10442
-12371	-1749	-11039
-12333	-873	-11782
-11743	24	-12463
-10632	633	-13010
-9376	824	-13150
-8684	989	-13064
-8187	1165	-12902
-7785	1474	-12676
-7692	1709	-12545
-8210	2035	-12622
-8704	1887	-12839
-8941	1441	-13045
-9297	1262	-13135
-9558	692	-13222
-9627	-383	-13241
-9306	-1676	-12806
-8753	-2469	-12252
-8356	-2750	-11853
-8034	-2780	-11651
-8105	-2902	-11522
-8538	-2979	-11594
-9214	-2890	-11833
-9615	-2875	-11838
-9733	-2842	-11857
-9742	-2745	-11957
-9404	-2659	-12065
-8642	-2496	-12115
-8068	-2538	-11878
-7366	-2619	-11332
-7135	-2792	-10864
-6903	-2934	-10246
-6529	-2711	-9951
-6226	-2525	-9413
-6098	-2344	-8544
-6071	-2089	-7919
-6117	-1626	-7243
-6677	-1536	-6467
-7116	-1658	-6167
-7666	-2158	-6180
-8076	-2634	-6400
-8641	-2812	-6442
-9216	-2535	-6144
-9748	-2427	-6125
-10272	-2646	-6474
-11022	-2780	-7096
-11572	-2631	-7477
-12086	-2316	-7783
-12476	-2030	-8072
-12990	-1259	-8251
-13314	35	-8491
-12971	1437	-8499
-12243	2583	-8176
-10999	3292	-7469
-10075	3300	-6860
-9283	2790	-6182
-8407	2272	-5907
-7699	2026	-6048
-7502	2217	-6303
-7436	2234	-6372
-7515	2417	-6480
-7984	3087	-6876
-9314	3779	-7590
-10653	3665	-7953
-12005	2882	-8176
-13023	1402	-8292
-13125	-47	-8070
-12797	-1355	-8010
-11972	-2459	-7914
-11114	-3172	-8072
-10374	-3501	-8169
-9728	-3629	-8165
-9260	-3626	-8097
-9178	-3683	-8358
-9800	-3699	-8656
-10977	-3374	-9084
-12282	-2427	-9251
-13102	-913	-8720
-13071	839	-8089
-12289	1972	-7352
-11242	2740	-6891
-10249	3141	-6751
-9375	3171	-6623
-8970	3277	-6749
-8887	3393	-6885
-9201	3291	-6651
-9218	3070	-6333
-8724	2755	-6052
-8164	2392	-5893
-8484	2331	-5772
-9248	2090	-5547
-10039	1417	-5354
-10430	634	-5280
-10627	-54	-5336
-10794	-357	-5443
-10686	-543	-5437
-10577	-763	-5446
-10496	-865	-5443
-10768	-725	-5512
-11328	-108	-5702
-11658	1094	-6048
-11262	2396	-6465
-10565	3203	-6867
-9834	3585	-7136
-9673	3778	-7484
-8973	3942	-7910
-7723	3784	-8793
-6708	3057	-9942
-6092	1377	-11236
-6327	386	-11919
-7299	929	-12645
-8417	2256	-12561
-9982	3437	-11604
-10066	4129	-9552
-10190	3485	-7139
-10433	1969	-5803
-10410	1362	-5518
-10407	1910	-5749
-9599	2809	-6221
-8325	3160	-6753
-7503	3178	-7317
-6874	2988	-7705
-6822	3208	-8261
-7470	3595	-8018
-8260	3307	-6792
-9074	2662	-5981
-10049	2122	-5721
-11156	1558	-5892
-11485	1841	-6257
-11049	2547	-6472
-10292	3104	-6666
-9493	3423	-6871
-8655	3705	-7473
-7496	3602	-8251
-6701	3229	-9234
-6972	3477	-9274
-7767	3822	-8375
-8829	3580	-7088
-9635	3004	-6334
-10875	2462	-6285
-11729	2294	-6783
-11582	2948	-7400
-10489	3709	-7801
-8702	3840	-7818
-7027	3260	-8136
-6546	3068	-8936
-6979	3466	-9091
-7623	3466	-7569
-8590	2878	-6242
-9972	1697	-5529
-11169	892	-5703
-11834	1203	-6261
-11842	2187	-6838
-11068	3181	-7243
-9687	3744	-7534
-8353	3726	-7768
-7250	3320	-8041
-6710	2960	-8240
-6639	2942	-8414
-7663	3638	-8399
-9657	3902	-7907
-11534	2861	-7270
-12166	1291	-6640
-12194	99	-6403
-12089	-1001	-6555
-12028	-1876	-7086
-12037	-2452	-7965
-12115	-2617	-8936
-12044	-2646	-9650
-12411	-2107	-10035
-13017	-1014	-10056
-13235	446	-9344
-12464	2015	-7832
-10653	2486	-6252
-8964	1863	-5564
-8694	1410	-5502
-8893	1523	-5602
-9618	2239	-6009
-10511	3164	-7210
-11506	3073	-8037
-11719	2805	-7791
-11560	2649	-7248
-10989	2458	-6374
-9946	1968	-5601
-9258	1434	-5385
-9179	1299	-5450
-9352	1812	-5727
-10070	2808	-6563
-10960	3014	-7286
-11422	2791	-7398
-11356	2392	-6802
-10986	2020	-6093
-10144	1573	-5432
-9458	1182	-5272
-9251	1057	-5334
-9513	1664	-5628
-10086	2410	-6210
-10807	2915	-7031
-11264	2819	-7272
-11400	2568	-7058
-11228	2374	-6620
-10777	2201	-6025
-9969	1946	-5562
-9319	1664	-5429
-9093	1450	-5450
-9317	1775	-5668
-9995	2413	-6179
-10745	2689	-6720
-11326	2652	-7086
-11576	2392	-7004
-11367	2084	-6509
-10886	1673	-5876
-10087	894	-5273
-9336	126	-5127
-9025	-46	-5184
-9214	385	-5255
-9510	685	-5346
-9742	638	-5378
-9778	524	-5366
-9471	254	-5299
-8947	-558	-5303
-8354	-620	-5362
-8102	680	-5411
-8941	2052	-5645
-10177	2479	-6081
-11429	2315	-6667
-12286	1660	-7088
-12973	633	-7619
-13069	-701	-8053
-12598	-1998	-8385
-11579	-3023	-8309
-10588	-3527	-8180
-9978	-3706	-8219
-9202	-3676	-7888
-8684	-3520	-7631
-8266	-3313	-7386
-8062	-3189	-7305
-8072	-3218	-7356
-8302	-3357	-7476
-9067	-3597	-7797
-10164	-3655	-8313
-11366	-3175	-8407
-12326	-2355	-8290
-12941	-1021	-8006
-12879	403	-7479
-12328	1452	-7013
-11609	2026	-6577
-10568	2079	-5981
-9586	2111	-5795
-8822	2302	-5947
-8380	2357	-6068
-8318	2386	-6117
-9242	2883	-6377
-10365	2850	-6513
-11909	2287	-7129
-12729	1361	-7677
-13217	-176	-8238
-12728	-1774	-8398
-11868	-2827	-8463
-11052	-3336	-8336
-10355	-3573	-8182
-9772	-3621	-7961
-9267	-3545	-7662
-8797	-3417	-7479
-8451	-3280	-7338
-8291	-3271	-7402
-8538	-3472	-7724
-8930	-3625	-7967
-9563	-3752	-8440
-10332	-3633	-8403
-11101	-3268	-8136
-11887	-2569	-7759
-12499	-1376	-7295
-12503	205	-6740
-11591	1544	-6188
-10492	2234	-5974
-9507	2693	-6112
-8245	2682	-6295
-7273	2469	-6628
-6602	2359	-7205
-6203	2348	-7847
-5980	2393	-8616
-5875	2335	-9087
-5813	2229	-9200
-6197	2699	-8957
-7225	3474	-8631
-8743	4006	-8588
-10660	3920	-9161
-12119	3000	-9715
-12963	1844	-9231
-12813	1391	-7669
-11845	1227	-6260
-10881	711	-5466
-10123	-540	-5196
-9696	-1676	-5512
-9015	-2626	-6167
-8501	-2970	-6702
-8462	-3216	-7152
-9146	-3497	-7665
-10499	-3560	-8612
-11732	-2880	-8440
-12608	-1586	-7719
-12582	20	-6914
-11763	1287	-6176
-10119	1660	-5479
-8550	1354	-5397
-7171	623	-5812
-6724	136	-6086
-6824	181	-6012
-7028	359	-5872
-7588	1449	-5777
-9425	2558	-5957
-11546	1512	-6140
-11986	-591	-6350
-11454	-1903	-6597
-10979	-2540	-6844
-11163	-2404	-6831
-11893	-1515	-6686
-12290	-93	-6546
-11889	1770	-6569
-9637	2659	-6106
-7810	2191	-6116
-7037	1700	-6306
-6947	1545	-6287
-7451	1891	-6097
-8574	2462	-5963
-10142	2006	-5642
-10577	216	-5285
-10515	-1374	-5624
-9890	-2414	-6114
-9241	-3224	-7011
-9313	-3771	-8430
-10227	-3684	-9514
-11428	-3015	-10257
-12855	-1036	-10310
-13102	1391	-8956
-11863	2034	-6771
-10544	1669	-5717
-9546	1372	-5351
-8682	1115	-5223
-8363	996	-5204
-8151	788	-5202
-8226	732	-5179
-7939	649	-5247
-7677	652	-5336
-7355	674	-5478
-7483	554	-5394
-8364	503	-5102
-9958	560	-5145
-11511	578	-5865
-12677	575	-7116
-13122	615	-8141
-13220	729	-8735
-13238	780	-9111
-13239	781	-9073
-13245	729	-8997
-13258	647	-8926
-13134	629	-8154
-12522	773	-6889
-11566	879	-5908
-10152	1082	-5258
-8456	843	-5129
-7325	485	-5440
-6543	506	-5992
-5803	985	-7074
-5459	1455	-8407
-5342	1221	-9183
-5243	296	-9503
-5247	-215	-9203
-5358	-750	-8913
-5545	-1317	-8759
-5748	-1684	-8611
-6133	-2276	-8513
-6690	-2850	-8553
-6952	-3076	-8656
-6983	-3109	-8743
-6897	-3046	-8736
-6334	-2363	-8100
-5760	-590	-7527
-5973	1507	-7488
-6949	3077	-8111
-8415	3942	-8782
-9991	4041	-9125
-11530	3421	-9228
-12574	2542	-9024
-13477	1379	-9145
-13626	-126	-9346
-13441	-695	-9459
-13416	-192	-9880
-13321	414	-10079
-13117	1401	-10028
-12253	2863	-9556
-10977	3837	-9231
-9180	4209	-8995
-6985	3467	-9013
-5561	1654	-9100
-5231	-17	-8937
-5492	-1311	-8883
-5706	-1764	-8646
-5735	-1772	-8502
-5603	-1376	-8310
-5509	-649	-7872
-5489	318	-7817
-5796	1720	-7891
-6907	3154	-8043
-8420	3828	-7766
-9869	3510	-6939
-10612	2268	-5952
-10398	644	-5235
-9584	-876	-5141
-8659	-1714	-5455
-7941	-1741	-5710
-7584	-1292	-5734
-7659	-707	-5570
-7529	-151	-5598
-7263	238	-5762
-6994	547	-5978
-6413	554	-6430
-5614	-254	-7404
-5410	-1222	-8418
-5980	-2555	-9005
-7764	-3831	-9144
-9715	-3942	-8356
-11425	-2824	-7427
