-40	23.165707353032168	-0.19319133696905072	8.871935325004877
-39	161.094367900005	7.2499998852111345	14.354653947678068
-38	157.4410442556079	7.049007787748081	14.211908610756398
-37	153.762611857641	6.8480156902850275	14.069163273834727
-36	150.22855479270012	6.640539976774778	13.93939478572412
-35	146.69449772775926	6.433064263264529	13.790161024396925
-34	143.25459848870491	6.23855578184867	13.660392536286311
-33	139.77703611929596	6.044047300432812	13.511158774959116
-32	136.2618106195324	5.836571586922563	13.374901862442977
-31	132.777971061731	5.642063105506704	13.232156525521306
-30	129.2752999387523	5.447554624090846	13.089411188599636
-29	125.76007443898874	5.246562526627792	12.946665851677972
-28	122.29506644636467	5.052054045211934	12.816897363567364
-27	118.77356375820867	4.86402917984327	12.680640451051225
-26	115.2395066932678	4.669520698427412	12.537895114129554
-25	111.76194432385884	4.475012217011553	12.395149777207884
-24	108.24044163570284	4.28698735164289	12.265381289097277
-23	104.70010738236955	4.098962486274226	12.10965910336455
-22	101.2225450129606	3.8979703888111734	11.986379039659466
-21	97.68848794801971	3.703461907395315	11.850122127143328
-20	94.13559931790155	3.5284042741210424	11.700888365816134
-19	90.62037381813798	3.327412176657988	11.558143028894463
-18	87.0674851880198	3.139387311289325	11.402420843161735
-17	83.5271509346865	2.957846061967857	11.272652355051122
-16	80.03703418849268	2.7698211965991937	11.155860715751578
-15	76.47159118158964	2.5817963312305308	10.987161681207787
-14	72.91870255147147	2.3937714658618674	10.850904768691649
-13	69.40975424010034	2.2122302165403998	10.708159431769978
-12	65.85058842158973	2.0242053511717364	10.57190251925384
-11	62.27259103790182	1.8426641018502685	10.40320348471005
-10	58.77619710331555	1.6546392364816054	10.292900269816036
-9	55.229585661589816	1.466614371112942	10.150154932894367
-8	51.657865466294346	1.2850731217914737	10.000921171567164
-7	48.14263996653078	1.0970482564228108	9.871152683456556
-6	44.570919771235296	0.9090233910541475	9.721918922129355
-5	41.011753952724696	0.7339657577798748	9.579173585207691
-4	37.51536001813843	0.5459408924112117	9.449405097097083
-3	33.96247138802026	0.3643996430897437	9.326125033392
-2	30.378196815939912	0.17637477772108048	9.163914423253742
-1	26.86297131617635	0.0013171444468077984	9.027657510737603
0	23.29125112088087	-0.1867077209218554	8.884912173815932
1	19.81368875147192	-0.36176535419612804	8.748655261299794
2	16.223136990999137	-0.5368229874704008	8.599421499972598
3	12.64513960731122	-0.7248478528390639	8.46316458745646
4	9.073419412015745	-0.9128727182077272	8.313930826129258
5	5.5581939122521815	-1.1008975835763903	8.18416233801865
6	2.005305282134008	-1.2759552168506632	8.04141700109698
7	-1.553860536376601	-1.4639800822193265	7.905160088580848
8	-5.0565316593553	-1.6455213315407942	7.762414751659177
9	-8.628251854650768	-1.8335461969094575	7.613180990331975
10	-12.181140484768948	-2.0150874462309254	7.470435653410305
11	-15.677534419355212	-2.196628695552393	7.334178740894166
12	-19.230423049473377	-2.378169944873861	7.18494497956697
13	-22.75192573762937	-2.559711194195329	7.055176491456363
14	-26.235765295430763	-2.7477360595639926	6.912431154534692
15	-29.77609954876407	-2.9357609249326555	6.776174242018554
16	-33.29132504852763	-3.1173021742541236	6.639917329502414
17	-36.76261022954415	-3.305327039622787	6.4906835681752195
18	-40.49753732304294	-3.4998355210386456	6.334961382442486
19	-44.21991003975686	-3.687860386407308	6.205192894331878
20	-47.87323368415399	-3.875885251775972	6.075424406221271
21	-51.58932921247546	-4.050942885050245	5.919702220488538
22	-55.29914755240452	-4.251934982513299	5.7964221567834615
23	-58.946194008409215	-4.426992615787571	5.634211546645203
24	-62.61207202959122	-4.615017481156235	5.510931482940127
25	-66.30933599273538	-4.803042346524898	5.355209297207394
26	-69.93755088356278	-4.991067211893561	5.218952384691255
27	-73.5908745279599	-5.179092077262224	5.076207047769591
28	-77.22536660717974	-5.373600558678083	4.9399501352534525
29	-80.82219555604495	-5.561625424046746	4.797204798331782
30	-84.47551920044208	-5.74965028941541	4.641482612599049
31	-88.09745690287704	-5.944158770831267	4.505225700082909
32	-91.63779115621035	-6.1321836361999305	4.368968787566771
33	-95.19695697472096	-6.3266921176157895	4.2456887238616945
34	-98.78123154680132	-6.514716982984452	4.0964549625345
35	-102.27762548138756	-6.715709080447507	3.9601980500183602
36	-105.85562286507547	-6.910217561863365	3.823941137502221
37	-109.41478868358608	-7.098242427232028	3.6682189517694876
38	-112.86724229942529	-7.299234524695081	3.5384504636588803
39	-116.38246779918887	-7.487259390063745	3.389216702331685
40	-119.87886173377514	-7.688251487526799	3.2594482142210777
